NUM_ACTIVO_HAYA|NUM_OFERTA_REM|FECHA_INGRE_CHEQUE_REM|PRINEX_FECHA_CONTABLE_VENTA
6076343|59506490||23/11/2016
6076348|62498621||27/02/2017
6076358|68054962||25/07/2017
6076372|67267288||22/06/2017
6076373|63638230||20/04/2017
6076374|69832946||18/09/2017
6076376|63638230||20/04/2017
6076377|67267423||22/06/2017
6076379|68012627||21/07/2017
6076381|71290400||08/11/2017
6076383|90001135||23/11/2017
6076387|71110553||09/11/2017
6076390|68565084||21/07/2017
6076392|90000935||20/11/2017
6076398|63511015||11/05/2017
6076406|64908711||24/05/2017
6076422|70267384||21/09/2017
6076428|66925482||18/09/2017
6076455|70360303||13/09/2017
6076456|62052637||13/03/2017
6076457|62052754||13/03/2017
6076459|64614765||12/06/2017
6076461|71567625||19/10/2017
6076464|67885690||14/08/2017
6076481|62894355||09/05/2017
6076513|55952222||16/05/2017
6076530|90000609||14/12/2017
6076531|90000609||14/12/2017
6076537|56935266||06/09/2016
6076538|65247539||15/06/2017
6076539|65247539||15/06/2017
6076542|63330605||24/04/2017
6076551|69953727||18/10/2017
6076557|67049958||25/07/2017
6076579|68137056||20/09/2017
6076606|64906042||22/05/2017
6076607|71597240||10/11/2017
6076608|69440674||17/10/2017
6076610|58770830||25/10/2016
6076611|60349876||13/12/2016
6076612|59579642||18/11/2016
6076613|58770723||25/10/2016
6076614|60834329||23/12/2016
6076616|58427819||25/10/2016
6076618|56265432||26/07/2016
6076619|56265170||26/07/2016
6076620|61073358||23/12/2016
6076625|59898276||23/10/2017
6076633|61787135||24/03/2017
6076634|62806197||20/06/2017
6076643|54240960||10/05/2016
6076644|54240960||10/05/2016
6076645|58886384||10/11/2016
6076647|68874659||16/10/2017
6076660|60301682||19/01/2017
6076661|60281727||26/01/2017
6076665|67410759||08/08/2017
6076666|66966788||24/07/2017
6076667|62354899||20/04/2017
6076668|63398627||07/04/2017
6076673|64574847||26/05/2017
6076677|67410759||08/08/2017
6076682|66966788||24/07/2017
6076683|66189987||21/06/2017
6076687|66922143||25/07/2017
6076690|64145286||09/05/2017
6076692|67191769||26/05/2017
6076704|70419567||11/10/2017
6076720|61803801||24/02/2017
6076740|66965156||21/06/2017
6076743|66965156||21/06/2017
6076749|71763303||20/11/2017
6076763|63139253||20/02/2017
6076765|67110807||21/07/2017
6076775|56844614||10/10/2016
6076784|56507238||10/10/2016
6076785|62357040||13/02/2017
6076786|62357040||13/02/2017
6076787|59911613||25/11/2016
6076788|56423863||16/12/2016
6076808|52175697||28/01/2016
6076809|64614765||12/06/2017
6076814|59255575||24/11/2016
6076843|52167742||26/01/2016
6076882|60169172||21/12/2016
6076904|52181009||28/01/2016
6076921|70009912||17/11/2017
6076924|58969071||28/11/2016
6076933|90003459||22/12/2017
6076950|90003662||15/12/2017
6076954|63121287||18/04/2017
6076957|57920073||21/12/2016
6076962|63191792||07/04/2017
6076964|64045370||10/05/2017
6076971|63191792||07/04/2017
6076972|64045370||10/05/2017
6076974|72034870||17/11/2017
6076980|59744414||19/12/2016
6077004|63735275||12/05/2017
6077005|63735275||12/05/2017
6077029|69714316||16/10/2017
6077030|65761542||21/06/2017
6077031|71803086||09/11/2017
6077032|58986425||23/12/2016
6077034|58986425||23/12/2016
6077039|65761542||21/06/2017
6077047|71439918||14/11/2017
6077048|71019601||11/10/2017
6077049|60910255||08/08/2017
6077061|56251618||13/02/2017
6077111|61561140||14/03/2017
6077112|67007730||11/07/2017
6077113|70873455||24/10/2017
6077114|68922316||15/09/2017
6077125|67490827||22/08/2017
6077133|64572410||16/06/2017
6077165|58451585||10/11/2016
6077166|58451585||10/11/2016
6077167|59134550||23/12/2016
6077168|61795108||08/02/2017
6077206|58735131||24/11/2016
6077221|66968747||21/06/2017
6077244|65831085||12/06/2017
6077249|70912092||18/10/2017
6077261|65305100||20/07/2017
6077262|65305100||20/07/2017
6077263|56267022||11/08/2016
6077265|70887755||18/10/2017
6077266|70520558||17/10/2017
6077267|69161345||11/10/2017
6077288|70688369||20/09/2017
6077290|70688369||20/09/2017
6077294|67600530||10/07/2017
6077302|64859170||20/04/2017
6077317|65473921||26/05/2017
6077318|58735500||17/11/2016
6077353|66490322||21/07/2017
6077361|58787156||23/12/2016
6077362|52141686||09/02/2016
6077365|67801147||09/08/2017
6077366|67801147||09/08/2017
6077376|59065209||22/11/2016
6077378|58291447||13/12/2016
6077387|71511692||12/12/2017
6077394|59765388||23/12/2016
6077396|59765388||23/12/2016
6077400|52175715||10/02/2016
6077416|66969542||21/07/2017
6077434|90005563||18/12/2017
6077436|58923935||09/11/2016
6077446|58157726||21/11/2016
6077448|61598986||15/02/2017
6077450|70639576||11/10/2017
6077475|65091222||16/05/2017
6077481|71632580||23/10/2017
6077484|60580271||27/03/2017
6077487|63578125||20/04/2017
6077526|67069552||21/07/2017
6077532|58398600||18/01/2017
6077533|69224799||11/10/2017
6077534|61007356||13/02/2017
6077535|62419600||08/05/2017
6077536|63962948||21/04/2017
6077537|68379824||19/09/2017
6077538|67384304||24/07/2017
6077540|66441043||24/07/2017
6077542|58393050||15/12/2016
6077543|72034870||17/11/2017
6077544|63890581||18/05/2017
6077545|67493446||24/07/2017
6077546|62190744||26/01/2017
6077547|72034870||17/11/2017
6077549|60858894||23/01/2017
6077550|72034870||17/11/2017
6077551|62049728||14/03/2017
6077553|62759605||07/04/2017
6077555|72034870||17/11/2017
6077556|67375302||14/09/2017
6077560|67469896||14/09/2017
6077561|72034870||17/11/2017
6077562|72034870||17/11/2017
6077563|66164500||16/06/2017
6077564|63923583||21/04/2017
6077565|59138694||23/12/2016
6077566|56284221||28/09/2016
6077567|72034870||17/11/2017
6077568|67967961||11/10/2017
6077569|62420074||08/05/2017
6077570|72034870||17/11/2017
6077571|61269690||14/03/2017
6077580|60051786||18/01/2017
6077591|57585249||14/11/2016
6077592|58826648||15/12/2016
6077595|60727128||14/12/2016
6077596|61302982||14/03/2017
6077597|63689343||19/04/2017
6077598|58267915||28/10/2016
6077599|72034870||17/11/2017
6077600|55965124||30/08/2016
6077602|65636085||16/06/2017
6077603|71187226||19/10/2017
6077604|62169579||14/03/2017
6077606|70130362||25/09/2017
6077607|58337692||17/11/2016
6077608|57835621||25/11/2016
6077609|72034870||17/11/2017
6077613|63744412||31/01/2017
6077614|64519203||01/03/2017
6077624|58029767||10/08/2017
6077625|58029767||10/08/2017
6077702|64482914||17/02/2017
6077703|64383299||17/02/2017
6077704|64383299||17/02/2017
6077705|64383299||17/02/2017
6077706|64383299||17/02/2017
6077707|64383299||17/02/2017
6077708|64383299||17/02/2017
6077709|64383299||17/02/2017
6077711|56933559||23/09/2016
6077722|59264450||19/12/2016
6077725|62900379||16/03/2017
6077766|71949614||13/12/2017
6077769|60452826||26/01/2017
6077772|64773513||10/11/2017
6077786|59535221||13/12/2016
6077787|70139794||25/09/2017
6077788|70139794||25/09/2017
6077793|60309248||30/01/2017
6077794|64485640||01/03/2017
6077795|64485640||01/03/2017
6077796|64480955||17/02/2017
6077797|64478111||01/03/2017
6077800|64485640||01/03/2017
6077802|64383299||17/02/2017
6077803|64478111||01/03/2017
6077804|64383299||17/02/2017
6077826|68274017||10/08/2017
6077827|62760069||12/05/2017
6077836|90002543||15/12/2017
6077837|90003237||15/12/2017
6077840|90001413||27/11/2017
6077848|90001413||27/11/2017
6077854|90002543||15/12/2017
6077855|90003480||15/12/2017
6077870|68750908||10/08/2017
6077871|60117274||20/01/2017
6077878|54185433||11/05/2016
6077901|62203422||23/03/2017
6077906|70143516||16/10/2017
6078005|71413501||23/11/2017
6078013|64271304||08/11/2017
6078014|71096808||06/10/2017
6078016|69816532||24/08/2017
6078018|67981004||15/09/2017
6078021|62802890||20/03/2017
6078022|69772228||09/10/2017
6078032|64489064||09/06/2017
6078041|67239019||12/09/2017
6078043|66141442||14/06/2017
6078048|71222818||20/11/2017
6078086|71411290||13/11/2017
6078102|69599483||09/08/2017
6078103|68395518||17/07/2017
6078127|67094734||13/06/2017
6078128|67022873||21/07/2017
6078131|67892031||25/09/2017
6078139|64478111||01/03/2017
6078140|64484018||17/02/2017
6078141|64518273||01/03/2017
6078142|64383299||17/02/2017
6078143|64383299||17/02/2017
6078144|64480955||17/02/2017
6078145|64475502||27/02/2017
6078146|64383299||17/02/2017
6078147|64383299||17/02/2017
6078148|64476414||17/02/2017
6078149|64518273||01/03/2017
6078150|64383299||17/02/2017
6078151|64478111||01/03/2017
6078152|64383299||17/02/2017
6078153|64518273||01/03/2017
6078154|64487123||01/03/2017
6078155|64383299||17/02/2017
6078157|59476514||11/07/2017
6078197|56491689||13/12/2016
6078243|70520431||08/11/2017
6078247|70378737||15/09/2017
6078259|71683080||08/11/2017
6078263|69401813||17/10/2017
6078267|90002063||16/11/2017
6078273|60148432||07/04/2017
6078274|71545469||23/10/2017
6078276|61008988||22/05/2017
6078277|61008754||07/04/2017
6078287|64370883||24/04/2017
6078291|56491689||13/12/2016
6078294|56441740||26/08/2016
6078295|56441740||26/08/2016
6078296|56441740||26/08/2016
6078308|60102899||26/01/2017
6078309|60103081||26/01/2017
6078332|57025596||20/10/2016
6078335|57260522||19/10/2016
6078345|58400248||18/04/2017
6078348|70430215||16/10/2017
6078355|67921619||20/12/2017
6078359|63185651||25/09/2017
6078366|52149252||12/02/2016
6078367|58002448||27/01/2017
6078369|68603420||10/08/2017
6078371|58000975||20/03/2017
6078372|59656363||19/12/2016
6078381|62540050||07/04/2017
6078382|66160007||21/08/2017
6078383|66160475||21/08/2017
6078387|61781879||13/12/2016
6078388|61781879||13/12/2016
6078389|61781879||13/12/2016
6078390|61781879||13/12/2016
6078391|61781879||13/12/2016
6078392|61781879||13/12/2016
6078393|61781879||13/12/2016
6078394|61781879||13/12/2016
6078395|61781879||13/12/2016
6078396|61781879||13/12/2016
6078397|61781879||13/12/2016
6078398|61781879||13/12/2016
6078399|61781879||13/12/2016
6078400|61781879||13/12/2016
6078401|61786106||13/12/2016
6078404|63822882||18/04/2017
6078406|71880769||09/10/2017
6078418|64529234||10/03/2017
6078420|64301659||09/02/2017
6078422|52179849||15/01/2016
6078425|52143042||05/02/2016
6078427|58292601||15/12/2016
6078430|58769386||24/02/2017
6078432|60859931||27/01/2017
6078434|61964248||23/02/2017
6078450|67921619||15/12/2017
6078451|90000359||24/10/2017
6078454|52148106||11/02/2016
6078460|66625520||14/09/2017
6078461|57024440||27/01/2017
6078462|57024440||27/01/2017
6078464|61781879||13/12/2016
6078465|61781879||13/12/2016
6078466|61781879||13/12/2016
6078467|61781879||13/12/2016
6078468|61781879||13/12/2016
6078469|61781879||13/12/2016
6078470|61781879||13/12/2016
6078471|61781879||13/12/2016
6078472|61781879||13/12/2016
6078473|61781879||13/12/2016
6078474|61781879||13/12/2016
6078475|61781879||13/12/2016
6078476|61781879||13/12/2016
6078477|61781879||13/12/2016
6078478|61781879||13/12/2016
6078479|61781879||13/12/2016
6078480|61781879||13/12/2016
6078481|61781879||13/12/2016
6078482|61781879||13/12/2016
6078483|61781879||13/12/2016
6078484|61781879||13/12/2016
6078485|61781879||13/12/2016
6078486|61781879||13/12/2016
6078487|61781879||13/12/2016
6078488|61781879||13/12/2016
6078489|61781879||13/12/2016
6078495|66216769||17/07/2017
6078498|56261649||16/08/2016
6078501|90001295||16/11/2017
6078515|68426668||06/10/2017
6078517|68342573||06/10/2017
6078518|67989389||26/09/2017
6078524|70017984||26/09/2017
6078538|60938611||20/06/2017
6078562|56997933||16/05/2017
6078571|60634517||13/03/2017
6078582|68294079||10/10/2017
6078588|62189425||27/01/2017
6078589|62189425||27/01/2017
6078597|59113217||15/12/2016
6078606|63444928||22/06/2017
6078637|62947913||07/04/2017
6078638|63979867||08/06/2017
6078644|56904846||14/11/2016
6078645|63032828||10/11/2017
6078648|61926767||24/02/2017
6078652|71474528||24/10/2017
6078653|71474528||24/10/2017
6078654|65532882||11/05/2017
6078666|52180448||21/01/2016
6078672|60538862||24/02/2017
6078674|57863666||20/04/2017
6078675|57863666||20/04/2017
6078676|57863666||20/04/2017
6078677|52178568||21/01/2016
6078678|56840462||28/09/2016
6078680|63939842||17/04/2017
6078683|52143393||11/02/2016
6078685|61704565||06/04/2017
6078686|61704565||06/04/2017
6078687|67599921||25/07/2017
6078689|64463377||21/08/2017
6078693|66101282||26/06/2017
6078696|66101282||26/06/2017
6078710|68793435||13/09/2017
6078712|52141704||15/02/2016
6078717|56392578||10/10/2016
6078719|57297386||25/10/2016
6078721|71272523||09/10/2017
6078722|71272523||09/10/2017
6078723|71272523||09/10/2017
6078726|62871656||13/03/2017
6078727|71272523||09/10/2017
6078744|69337742||18/09/2017
6078748|57807100||13/12/2016
6078751|52150210||11/02/2016
6078829|62924125||15/03/2017
6078831|58246310||17/11/2016
6078878|63028386||13/06/2017
6078879|63248647||14/06/2017
6078880|62142250||15/03/2017
6078884|60365705||23/01/2017
6078888|65552962||08/11/2017
6078890|62190851||25/01/2017
6078893|71444048||13/11/2017
6078895|53969085||30/03/2016
6078896|53969561||30/03/2016
6078915|66699215||21/06/2017
6078928|65094444||07/04/2017
6078929|65094444||07/04/2017
6078930|65094444||07/04/2017
6078931|65094444||07/04/2017
6078932|65094444||07/04/2017
6078933|65094444||07/04/2017
6078934|65094444||07/04/2017
6078935|65094444||07/04/2017
6078936|65094444||07/04/2017
6078937|65094444||07/04/2017
6078938|65094444||07/04/2017
6078939|65094444||07/04/2017
6078948|56252764||30/08/2016
6078949|65298408||25/10/2017
6078950|65317441||23/06/2017
6078955|52146264||18/02/2016
6078957|65094444||07/04/2017
6078958|65094444||07/04/2017
6078959|65094444||07/04/2017
6078960|65094444||07/04/2017
6078961|65094444||07/04/2017
6078962|65094444||07/04/2017
6078963|65094444||07/04/2017
6078964|65094444||07/04/2017
6078965|65094444||07/04/2017
6078966|65094444||07/04/2017
6078967|65094444||07/04/2017
6078968|65094444||07/04/2017
6078969|65094444||07/04/2017
6078970|67795357||17/07/2017
6078971|67795357||17/07/2017
6078977|68856411||08/11/2017
6078982|56428207||20/10/2016
6078990|68850193||21/08/2017
6078991|68850193||21/08/2017
6079006|61013019||27/03/2017
6079013|67795357||17/07/2017
6079014|67795357||17/07/2017
6079015|67795357||17/07/2017
6079016|67795357||17/07/2017
6079017|67795357||17/07/2017
6079018|67795357||17/07/2017
6079022|60988209||16/03/2017
6079031|70516368||21/09/2017
6079032|70516368||21/09/2017
6079053|70516368||21/09/2017
6079054|70516368||21/09/2017
6079055|70516368||21/09/2017
6079056|70516368||21/09/2017
6079057|70516368||21/09/2017
6079058|70516368||21/09/2017
6079059|70516368||21/09/2017
6079060|70516368||21/09/2017
6079061|70516368||21/09/2017
6079073|58802541||22/12/2016
6079094|63655197||24/08/2017
6079120|57857390||23/01/2017
6079187|62573879||20/03/2017
6079218|63113332||15/06/2017
6079220|66675090||24/07/2017
6079245|69973924||10/08/2017
6079270|60093284||20/02/2017
6079272|60167699||08/02/2017
6079278|60552363||24/01/2017
6079287|63125060||22/06/2017
6079291|63685181||08/05/2017
6079367|90000442||14/11/2017
6079368|66573856||11/07/2017
6079370|71606621||13/11/2017
6079374|71465994||09/11/2017
6079385|68001783||21/08/2017
6079390|57734795||15/12/2016
6079392|66977146||14/09/2017
6079415|64091923||22/05/2017
6079419|58298686||24/11/2016
6079420|68970899||21/07/2017
6079426|69323442||10/08/2017
6079432|71199702||10/10/2017
6079440|70110399||27/11/2017
6079441|52150454||15/02/2016
6079442|52151735||15/02/2016
6079444|68462801||16/11/2017
6079447|59257165||16/12/2016
6079450|62981962||15/03/2017
6079451|62288284||14/03/2017
6079469|66732479||05/05/2017
6079470|57758892||18/11/2016
6079488|66732479||05/05/2017
6079498|58306066||18/11/2016
6079508|69300743||11/10/2017
6079509|64951889||10/05/2017
6079510|64951889||10/05/2017
6079511|64951889||10/05/2017
6079514|65718239||20/06/2017
6079523|62759839||18/04/2017
6079529|68762394||13/09/2017
6079593|68978699||26/07/2017
6079603|64539499||12/05/2017
6079604|61551587||05/04/2017
6079605|61551587||05/04/2017
6079606|66969542||21/07/2017
6079609|62428846||13/03/2017
6079612|65256900||16/05/2017
6079617|70196074||20/11/2017
6079623|58675026||23/12/2016
6079687|63441337||26/04/2017
6079689|69060995||17/07/2017
6079690|69060995||17/07/2017
6079691|69060995||17/07/2017
6079692|69060995||17/07/2017
6079693|69060995||17/07/2017
6079694|69060995||17/07/2017
6079695|69060995||17/07/2017
6079696|69060995||17/07/2017
6079697|69060995||17/07/2017
6079698|69065825||11/07/2017
6079699|69065825||11/07/2017
6079700|69065825||11/07/2017
6079701|69065825||11/07/2017
6079702|69065825||11/07/2017
6079703|69065825||11/07/2017
6079704|69065825||11/07/2017
6079705|69065825||11/07/2017
6079706|69065825||11/07/2017
6079707|69065825||11/07/2017
6079708|69065825||11/07/2017
6079709|69065825||11/07/2017
6079710|69065825||11/07/2017
6079711|69065825||11/07/2017
6079712|69065825||11/07/2017
6079713|69060995||17/07/2017
6079714|69060995||17/07/2017
6079715|69060995||17/07/2017
6079716|69060995||17/07/2017
6079717|69060995||17/07/2017
6079718|69060995||17/07/2017
6079719|69065825||11/07/2017
6079720|69065825||11/07/2017
6079721|69065825||11/07/2017
6079722|69065825||11/07/2017
6079723|69060995||17/07/2017
6079724|69065825||11/07/2017
6079725|69065825||11/07/2017
6079726|69065825||11/07/2017
6079727|69060995||17/07/2017
6079728|69065825||11/07/2017
6079729|69060995||17/07/2017
6079730|69060995||17/07/2017
6079731|69065825||11/07/2017
6079732|69065825||11/07/2017
6079733|69065825||11/07/2017
6079734|69060995||17/07/2017
6079735|69060995||17/07/2017
6079736|69060995||17/07/2017
6079737|69065825||11/07/2017
6079738|69065825||11/07/2017
6079739|69065825||11/07/2017
6079740|69065825||11/07/2017
6079741|69060995||17/07/2017
6079742|69060995||17/07/2017
6079743|69060995||17/07/2017
6079744|69060995||17/07/2017
6079745|69065825||11/07/2017
6079746|69065825||11/07/2017
6079747|69065825||11/07/2017
6079748|69065825||11/07/2017
6079749|69060995||17/07/2017
6079750|69060995||17/07/2017
6079751|69060995||17/07/2017
6079752|69060995||17/07/2017
6079753|69065825||11/07/2017
6079754|69065825||11/07/2017
6079755|69065825||11/07/2017
6079756|69060995||17/07/2017
6079757|69060995||17/07/2017
6079758|69060995||17/07/2017
6079759|69065825||11/07/2017
6079760|69065825||11/07/2017
6079761|69065825||11/07/2017
6079762|69060995||17/07/2017
6079763|69060995||17/07/2017
6079764|69060995||17/07/2017
6079765|69071119||11/07/2017
6079766|69071119||11/07/2017
6079770|59494986||23/12/2016
6079772|59571239||16/05/2017
6079774|71741984||14/12/2017
6079775|71741984||14/12/2017
6079776|71741984||14/12/2017
6079777|71741984||14/12/2017
6079778|60654101||15/03/2017
6079779|60654101||15/03/2017
6079780|60654101||15/03/2017
6079781|71741984||14/12/2017
6079782|71741984||14/12/2017
6079783|71741984||14/12/2017
6079784|71741984||14/12/2017
6079785|63546900||20/09/2017
6079807|67973021||18/09/2017
6079835|58363552||13/12/2016
6079840|60653802||14/02/2017
6079841|62874644||20/04/2017
6079842|62217956||16/05/2017
6079856|66248460||24/07/2017
6079860|68922298||24/07/2017
6079864|68824341||15/12/2017
6079868|64938570||16/06/2017
6079869|64938570||16/06/2017
6079871|66399479||26/09/2017
6079873|66386343||10/08/2017
6079874|66454782||15/06/2017
6079876|66573856||11/07/2017
6079879|71606621||13/11/2017
6079884|65491790||14/06/2017
6079886|66988692||26/06/2017
6079887|90003214||18/12/2017
6079918|61242147||22/12/2016
6079919|61242147||22/12/2016
6079920|61242147||22/12/2016
6079921|61242147||22/12/2016
6079922|61242147||22/12/2016
6079923|61242147||22/12/2016
6079924|61242147||22/12/2016
6079925|61242147||22/12/2016
6079926|61242147||22/12/2016
6079927|61242147||22/12/2016
6079928|61242147||22/12/2016
6079929|61242147||22/12/2016
6079930|61242147||22/12/2016
6079931|61242147||22/12/2016
6079932|61242147||22/12/2016
6079933|61242147||22/12/2016
6079934|61242147||22/12/2016
6079935|61242147||22/12/2016
6079940|59949631||20/02/2017
6079959|66630515||10/08/2017
6079969|66590948||13/06/2017
6079984|69309824||08/11/2017
6079988|69142050||23/10/2017
6079990|62444054||15/03/2017
6079992|61706875||13/03/2017
6080003|65017733||20/06/2017
6080004|57411307||18/11/2016
6080013|62175008||15/06/2017
6080018|59065209||22/11/2016
6080019|69496607||13/11/2017
6080025|62599070||16/05/2017
6080031|62695931||17/03/2017
6080032|62695931||17/03/2017
6080033|62695931||17/03/2017
6080035|62695931||17/03/2017
6080051|62670212||24/02/2017
6080052|63077296||15/03/2017
6080055|67440267||23/06/2017
6080056|67065390||17/07/2017
6080059|70424435||21/09/2017
6080080|65300415||16/05/2017
6080081|65300990||16/05/2017
6080086|63147343||07/04/2017
6080094|61268185||15/06/2017
6080105|61268806||20/02/2017
6080109|69451518||15/09/2017
6080113|61268806||20/02/2017
6080138|63391360||23/03/2017
6080141|59529217||19/01/2017
6080142|63392641||22/05/2017
6080143|57550443||24/11/2016
6080144|57587325||25/10/2016
6080146|59529217||19/01/2017
6080150|64683872||22/05/2017
6080153|66200159||26/06/2017
6080155|58156796||14/12/2016
6080158|70204650||10/11/2017
6080164|64683872||22/05/2017
6080166|60174994||14/12/2016
6080169|63686607||20/04/2017
6080170|66200159||26/06/2017
6080176|70204650||10/11/2017
6080181|63391360||23/03/2017
6080182|63392641||22/05/2017
6080183|63686607||20/04/2017
6080185|63147343||07/04/2017
6080187|57550443||24/11/2016
6080188|57587325||25/10/2016
6080198|54224780||12/05/2016
6080199|69995080||16/10/2017
6080205|71162334||21/11/2017
6080207|71994138||19/10/2017
6080211|59189563||20/01/2017
6080219|70711961||20/09/2017
6080221|69683265||11/10/2017
6080288|52157945||14/04/2016
6080289|56268888||10/02/2017
6080292|63457713||21/03/2017
6080309|68761968||19/09/2017
6080314|70434718||25/09/2017
6080319|64428640||15/09/2017
6080336|55959092||07/09/2016
6080380|70434718||25/09/2017
6080409|68266998||17/10/2017
6080410|67709527||17/08/2017
6080411|67820297||25/07/2017
6080413|64566406||08/06/2017
6080416|56271446||17/10/2016
6080417|63935222||25/05/2017
6080452|71244353||10/11/2017
6080453|57807092||27/10/2016
6080454|62674112||24/03/2017
6080560|57803192||18/11/2016
6080563|65731062||26/05/2017
6080640|70572087||14/09/2017
6080652|59762390||23/01/2017
6080654|57030347||25/01/2017
6080658|66497813||11/07/2017
6080698|60533816||23/01/2017
6080709|58500388||25/01/2017
6080717|70980422||11/10/2017
6080747|69450354||17/11/2017
6080748|68274134||21/06/2017
6080749|68274134||21/06/2017
6080750|68274134||21/06/2017
6080769|68274134||21/06/2017
6080770|68274134||21/06/2017
6080784|69581049||11/10/2017
6080785|69581049||11/10/2017
6080786|69581049||11/10/2017
6080787|69581049||11/10/2017
6080788|69581049||11/10/2017
6080789|69581049||11/10/2017
6080790|69581049||11/10/2017
6080791|69581049||11/10/2017
6080792|69581049||11/10/2017
6080793|69581049||11/10/2017
6080794|69581049||11/10/2017
6080795|69581049||11/10/2017
6080796|69581049||11/10/2017
6080802|64311708||09/08/2017
6080803|64312017||09/08/2017
6080804|64312241||09/08/2017
6080805|62507877||06/04/2017
6080827|71069298||24/10/2017
6080835|61265332||18/01/2017
6080872|52159769||27/01/2016
6080873|52160961||27/01/2016
6080878|70904857||06/10/2017
6080882|90001279||21/11/2017
6080900|58778388||20/01/2017
6080911|67086878||17/07/2017
6080917|71337198||08/11/2017
6080918|71337198||08/11/2017
6080920|63185895||14/03/2017
6080927|60585821||20/02/2017
6080930|70966290||10/10/2017
6080936|70654844||23/10/2017
6080943|66861836||22/06/2017
6080947|71206872||11/10/2017
6080948|57353016||06/10/2016
6080950|57353016||06/10/2016
6080959|68274134||21/06/2017
6080962|58737568||18/01/2017
6080979|56302479||14/07/2017
6080983|64356176||15/06/2017
6080993|68493096||10/08/2017
6080994|68493096||10/08/2017
6080997|66092036||24/07/2017
6081000|59310644||19/12/2016
6081003|68322628||06/10/2017
6081005|64693552||14/06/2017
6081013|66270547||26/06/2017
6081017|68316479||13/09/2017
6081032|60606698||16/03/2017
6081040|66438241||26/06/2017
6081041|62955517||10/02/2017
6081050|61584686||14/03/2017
6081052|62877263||20/04/2017
6081058|60889332||16/12/2016
6081059|58108320||16/12/2016
6081061|54739171||16/05/2016
6081080|90005021||13/12/2017
6081085|69264842||24/08/2017
6081127|67090941||21/07/2017
6081145|63792878||18/04/2017
6081157|60116128||14/02/2017
6081158|69849621||26/09/2017
6081159|63792878||18/04/2017
6081162|66438485||25/07/2017
6081171|69447562||18/10/2017
6081200|70669560||11/10/2017
6081210|65623318||11/08/2017
6081241|64345584||08/08/2017
6081250|63693640||08/05/2017
6081251|63693640||08/05/2017
6081252|63693640||08/05/2017
6081253|63693640||08/05/2017
6081258|58769638||18/11/2016
6081259|71185636||21/11/2017
6081280|58289333||13/02/2017
6081331|57444154||14/11/2016
6081332|57444154||14/11/2016
6081333|57444154||14/11/2016
6081334|57444154||14/11/2016
6081348|71826757||08/11/2017
6081349|52142013||17/02/2016
6081356|57444154||14/11/2016
6081357|57444154||14/11/2016
6081358|57444154||14/11/2016
6081359|57444154||14/11/2016
6081360|57444154||14/11/2016
6081361|57444154||14/11/2016
6081362|57444154||14/11/2016
6081363|57444154||14/11/2016
6081364|57444154||14/11/2016
6081365|57444154||14/11/2016
6081366|57444154||14/11/2016
6081367|57444154||14/11/2016
6081369|65615948||16/05/2017
6081371|57444154||14/11/2016
6081372|57444154||14/11/2016
6081373|57444154||14/11/2016
6081374|57444154||14/11/2016
6081391|67470620||21/08/2017
6081392|67001044||20/06/2017
6081393|64216001||24/05/2017
6081438|62235123||17/03/2017
6081469|64425896||20/04/2017
6081471|61571919||13/03/2017
6081512|67115960||08/08/2017
6081517|71588365||27/11/2017
6081518|58171451||25/10/2016
6081521|66268667||26/06/2017
6081551|62389237||23/03/2017
6081552|60043714||19/12/2016
6081559|63545377||21/04/2017
6081560|64529603||14/06/2017
6081588|68274134||20/06/2017
6081627|60996533||22/12/2016
6081633|62936115||19/04/2017
6081644|64137817||20/04/2017
6081648|67241484||10/10/2017
6081649|67241484||10/10/2017
6081650|67241484||10/10/2017
6081651|67241484||10/10/2017
6081652|67241484||10/10/2017
6081669|66760990||09/06/2017
6081678|90001706||23/11/2017
6081679|90001706||23/11/2017
6081684|70769125||11/10/2017
6081686|66737894||10/08/2017
6081712|63075004||15/03/2017
6081713|70799956||06/10/2017
6081716|52159652||15/02/2016
6081726|64048737||11/05/2017
6081728|70140528||25/09/2017
6081729|67981831||21/07/2017
6081769|54223751||12/05/2016
6081770|60921440||23/01/2017
6081780|61967587||11/05/2017
6081789|57675475||22/11/2016
6081793|67770465||26/09/2017
6081795|68274134||20/06/2017
6081798|63739778||16/05/2017
6081855|71434737||21/11/2017
6081860|62218517||27/02/2017
6081874|61251383||14/03/2017
6081882|68274134||20/06/2017
6081887|61246164||20/02/2017
6081904|63075004||15/03/2017
6081925|59803248||20/02/2017
6081929|65854260||11/07/2017
6081932|63075004||15/03/2017
6081935|60834797||21/04/2017
6081936|60834797||21/04/2017
6081945|71222935||09/10/2017
6081971|61117301||20/04/2017
6081972|59779823||17/04/2017
6081973|59473274||17/04/2017
6081974|70234410||21/09/2017
6081975|59806119||24/04/2017
6081976|57863170||24/03/2017
6081978|63325134||17/04/2017
6081985|59341802||23/01/2017
6082049|52157342||29/02/2016
6082134|71153790||09/10/2017
6082137|59402946||19/12/2016
6082168|58222574||21/03/2017
6082206|60459948||21/02/2017
6082220|59491413||24/11/2016
6082223|67086392||18/08/2017
6082224|68536857||09/10/2017
6082227|66729822||22/08/2017
6082228|67958735||26/09/2017
6082229|66730286||22/08/2017
6082231|66470601||10/08/2017
6082242|69129003||18/09/2017
