ACT_ID|ACT_NUM_ACTIVO|ACT_NUM_ACTIVO_REM|BBVA_COD_PROMOCION|BBVA_CLASE
509252|7325358|503891|082739-01|00003900
509253|7304334|503892|083640-01|00003900
509254|7304335|503893|082762-01|00003900
509255|7325359|503894|082784-01|00003900
509256|7325360|503895|073931-01|00003900
509257|7304336|503896|082799-01|00003900
509259|7304338|503898|045083-01|00003901
509260|7325361|503899|083979-01|00003900
509261|7304339|503900|083639-01|00003900
509262|7304340|503901|076587-01|00003900
509264|7304342|503903|084741-01|00003900
509265|7304343|503904|085631-01|00003900
509266|7304344|503905|083517-01|00003900
509268|7304346|503907|082913-01|00003900
509269|7304347|503908|072386-01|00003900
509270|7304348|503909|082914-01|00003900
509271|7304349|503910|082915-01|00003900
509272|7304350|503911|082916-01|00003900
509273|7304351|503912|072354-01|00003900
509275|7304353|503914|082918-01|00003900
509276|7304354|503915|082919-01|00003900
509278|7304356|503917|082921-01|00003900
509279|7304357|503918|082922-01|00003900
509280|7304358|503919|085610-01|00003900
509281|7304359|503920|082923-01|00003900
509282|7304360|503921|082924-01|00003900
509283|7304361|503922|082925-01|00003900
509284|7304362|503923|082926-01|00003900
509285|7304363|503924|082927-01|00003900
509286|7304364|503925|082928-01|00003900
508440|7325309|503079|077224-01|00003900
509287|7304365|503926|082929-01|00003900
509289|7304367|503928|082931-01|00003900
509290|7304368|503929|082932-01|00003900
509291|7304369|503930|082933-01|00003900
509293|7304371|503932|084007-01|00003900
509294|7304372|503933|085954-01|00003900
509295|7304373|503934|083813-01|00003900
509296|7325362|503935|083673-01|00003900
509297|7304374|503936|083143-01|00003900
509299|7304376|503938|083161-01|00003900
509300|7304377|503939|076626-01|00003900
509301|7304378|503940|075769-01|00003900
509302|7304379|503941|084483-01|00003900
509303|7304380|503942|083337-01|00003900
509304|7304381|503943|083202-01|00003900
509305|7325363|503944|084752-01|00003900
509306|7304382|503945|084700-01|00003900
509308|7325364|503947|083964-01|00003900
509309|7304384|503948|084722-01|00003900
509310|7304385|503949|085766-01|00003900
509311|7304386|503950|085738-01|00003900
509312|7304387|503951|085739-01|00003900
509313|7304388|503952|085740-01|00003900
509314|7304389|503953|085741-01|00003900
509315|7304390|503954|085896-01|00003900
509318|7304392|503957|U00025-01|00003900
509319|7304393|503958|U00031-01|00003900
509320|7304394|503959|U00033-01|00003900
509321|7304395|503960|U00037-01|00003900
509322|7304396|503961|U00043-01|00003900
508780|7303927|503419|042197-01|00003900
508782|7303929|503421|079119-01|00003900
508783|7303930|503422|042220-01|00003901
508784|7303931|503423|071339-01|00003900
508785|7303932|503424|072615-01|00003900
508786|7303933|503425|042246-01|00003900
508787|7303934|503426|084280-01|00003900
508788|7303935|503427|079162-01|00003900
508790|7303936|503429|072015-01|00003900
508791|7303937|503430|042276-01|00003900
508792|7303938|503431|074422-01|00003900
508793|7303939|503432|084577-01|00003900
508794|7303940|503433|073234-01|00003900
508795|7303941|503434|042332-01|00003901
508796|7303942|503435|073748-01|00003900
508797|7303943|503436|075280-01|00003900
508799|7303945|503438|079233-01|00003900
508801|7303946|503440|072950-01|00003900
508802|7303947|503441|072865-01|00003900
508803|7303948|503442|079252-01|00003900
508804|7325326|503443|079254-01|00003900
508805|7303949|503444|075351-01|00003900
508807|7303951|503446|079260-01|00003900
508808|7303952|503447|055592-01|00003900
508809|7303953|503448|042453-01|00003901
508810|7303954|503449|079308-01|00003900
508811|7303955|503450|042475-01|00003900
508812|7325327|503451|T00734-01|
508813|7303956|503452|042478-01|00003901
508815|7303958|503454|042494-01|00003901
509325|7304399|503964|U00052-01|00003900
509326|7304400|503965|U00055-01|00003900
509327|7304401|503966|U00057-01|00003900
509328|7304402|503967|U00059-01|00003900
509329|7304403|503968|U00066-01|00003900
509330|7325366|503969|U00098-01|00003900
509331|7325367|503970|U00102-01|00003900
509332|7304404|503971|U00109-01|00003900
509334|7304406|503973|U00148-01|00003900
509335|7304407|503974|U00150-01|00003900
509336|7304408|503975|U00151-01|00003900
509337|7304409|503976|U00160-01|00003900
509338|7304410|503977|U00171-01|00003900
509339|7304411|503978|U00186-01|00003900
509340|7304412|503979|U00187-01|00003900
509341|7325368|503980|U00188-01|00003900
509343|7304414|503982|U00191-01|00003900
509344|7304415|503983|U00194-01|00003900
509345|7325369|503984|U00195-01|00003900
509346|7304416|503985|U00220-01|00003900
509348|7304419|503987|U00247-01|00003900
509349|7304420|503988|U00274-01|00003900
509350|7304421|503989|U00286-01|00003900
509352|7304422|503991|U00319-01|00003900
509353|7304423|503992|U00325-01|00003900
509354|7304424|503993|U00357-01|00003900
509355|7304425|503994|U00429-01|00003900
509356|7304426|503995|U00430-01|00003900
509357|7304427|503996|U00431-01|00003900
509358|7304428|503997|U00459-01|00003900
508816|7303959|503455|079327-01|00003900
508817|7303960|503456|079330-01|00003900
508818|7303961|503457|079340-01|00003900
508819|7303962|503458|075806-01|00003900
508820|7303963|503459|075737-01|00003900
508822|7303965|503461|085663-01|00003900
508823|7303966|503462|070929-01|00003900
508824|7303967|503463|042573-01|00003900
508825|7303968|503464|042586-01|00003900
508827|7303970|503466|042600-01|00003900
508828|7303971|503467|042604-01|00003901
508829|7303972|503468|079399-01|00003900
508831|7325328|503470|075877-01|00003900
508832|7303974|503471|071654-01|00003900
508833|7303975|503472|072958-01|00003900
508834|7303976|503473|042653-01|00003901
508835|7303977|503474|074089-01|00003900
508836|7303978|503475|042664-01|00003901
508837|7303979|503476|071389-01|00003900
508838|7303980|503477|079438-01|00003900
508840|7303982|503479|042694-01|00003900
508841|7303983|503480|042696-01|00003900
508842|7303984|503481|083917-01|00003900
508843|7303985|503482|042713-01|00003901
508844|7303986|503483|042726-01|00003901
508845|7303987|503484|070665-01|00003900
508847|7303989|503486|079492-01|00003900
508849|7303991|503488|079496-01|00003900
508851|7303993|503490|042766-01|00003901
508852|7303994|503491|042767-01|00003901
508854|7303996|503493|075119-01|00003900
508857|7303998|503496|084930-01|00003900
508858|7303999|503497|075240-01|00003900
508859|7304000|503498|042812-01|00003901
508860|7304001|503499|042817-01|00003901
508861|7304002|503500|042820-01|00003900
508863|7304004|503502|075664-01|00003900
508864|7304005|503503|072079-01|00003900
508865|7304006|503504|042850-01|00003900
508866|7304007|503505|071055-01|00003900
508867|7304008|503506|079588-01|00003900
508868|7304009|503507|079596-01|00003900
508869|7325329|503508|079611-01|00003900
508870|7304010|503509|042902-01|00003901
508871|7304011|503510|042907-01|00003901
508873|7304013|503512|079688-01|00003900
508874|7304014|503513|071811-01|00003900
508875|7304015|503514|072636-01|00003900
508876|7304016|503515|079718-01|00003900
508878|7304018|503517|071009-01|00003900
508879|7304019|503518|073207-01|00003900
508880|7304020|503519|042974-01|00003901
508882|7304022|503521|042983-01|00003901
508883|7304023|503522|075236-01|00003900
508884|7304024|503523|075342-01|00003900
508885|7304025|503524|075313-01|00003900
508886|7304026|503525|070523-01|00003900
508887|7304027|503526|076273-01|00003900
508497|7303657|503136|077233-01|00003900
508498|7303658|503137|077234-01|00003900
508499|7303659|503138|077235-01|00003900
508500|7303660|503139|077236-01|00003900
508501|7303661|503140|083628-01|00003900
508503|7303663|503142|076148-01|00003900
508504|7303664|503143|U17023-01|00100000
508505|7303665|503144|074675-01|00003900
508506|7303666|503145|076661-01|00003900
508507|7303667|503146|075099-01|00003900
508508|7303668|503147|070383-01|00003900
508509|7303669|503148|070382-01|00003900
508510|7303670|503149|074150-01|00003900
508511|7325310|503150|075244-01|00003300
508513|7303672|503152|072054-01|00003900
508514|7303673|503153|083465-01|00003900
508515|7303674|503154|077280-01|00003900
508516|7303675|503155|070823-01|00003900
508517|7303676|503156|071144-01|00003900
508518|7303677|503157|070855-01|00003900
508519|7325311|503158|077334-01|00003900
508520|7303678|503159|074151-01|00003900
508523|7303680|503162|070678-01|00003900
508524|7303681|503163|070081-01|00003900
508525|7303682|503164|071141-01|00003900
508526|7303683|503165|070680-01|00003900
508527|7303684|503166|077381-01|00003900
508528|7303685|503167|040011-01|00003901
508529|7303686|503168|084278-01|00003900
508888|7304028|503527|043045-01|00003901
508889|7304029|503528|079802-01|00003900
508890|7304030|503529|043046-01|00003901
508891|7304031|503530|072571-01|00003900
508892|7304032|503531|043064-01|00003901
508893|7304033|503532|071459-01|00003900
508894|7304034|503533|075511-01|00003900
508896|7304036|503535|085709-01|00003900
508897|7304037|503536|079868-01|00003900
508898|7304038|503537|084642-01|00003900
508899|7304039|503538|043123-01|00003900
508900|7304040|503539|043141-01|00003901
508902|7325330|503541|079895-01|00003900
508904|7304043|503543|043167-01|00003901
508905|7304044|503544|079923-01|00003900
508906|7304045|503545|071999-01|00003900
508907|7304046|503546|043191-01|00003901
508908|7304047|503547|043192-01|00003901
508909|7304048|503548|043193-01|00003901
508910|7304049|503549|043194-01|00003901
508912|7304051|503551|043214-01|00003901
508913|7304052|503552|075347-01|00003900
508914|7304053|503553|075787-01|00003900
508915|7304054|503554|071471-01|00003900
508916|7304055|503555|043228-01|00003901
508917|7304056|503556|080011-01|00003900
508918|7304057|503557|080012-01|00003900
508919|7304058|503558|073144-01|00003900
508921|7304060|503560|080078-01|00003900
508923|7325331|503562|043323-01|00003901
508530|7303687|503169|077402-01|00003900
508531|7303688|503170|077411-01|00003900
508532|7303689|503171|072507-01|00003900
508533|7303690|503172|071106-01|00003900
508535|7303692|503174|070816-01|00003900
508536|7303693|503175|070019-01|00003900
508537|7303694|503176|076742-01|00003900
508538|7303695|503177|077467-01|00003900
508539|7303696|503178|071161-01|00003900
508541|7303699|503180|070962-01|00003900
508542|7303700|503181|040034-01|00003900
508543|7303702|503182|077522-01|00003900
508545|7303704|503184|040051-01|00003901
508546|7303705|503185|074133-01|00003900
508547|7303706|503186|072657-01|00003900
508548|7303707|503187|077557-01|00003900
508549|7303708|503188|077560-01|00003900
508550|7303709|503189|077563-01|00003900
508551|7303710|503190|084054-01|00003900
508553|7303712|503192|077575-01|00003900
508554|7303713|503193|073964-01|00003900
508555|7303714|503194|077597-01|00003900
508556|7303715|503195|074385-01|00003900
508557|7303716|503196|084854-01|00003900
508558|7303717|503197|071064-01|00003900
508560|7303719|503199|040117-01|00003901
508561|7303720|503200|070924-01|00003900
508562|7303721|503201|077687-01|00003900
508564|7303723|503203|077692-01|00003900
508566|7303725|503205|040141-01|00003901
508924|7304062|503563|072647-01|00003900
508925|7304063|503564|043330-01|00003900
508926|7304064|503565|080127-01|00003900
508927|7304065|503566|043340-01|00003901
508929|7304067|503568|043348-01|00003900
508930|7304068|503569|073381-01|00003900
508931|7304069|503570|072500-01|00003900
508932|7304070|503571|080151-01|00003900
508933|7304071|503572|043363-01|00003901
508935|7304073|503574|070607-01|00003900
508936|7304074|503575|043387-01|00003901
508938|7304076|503577|043400-01|00003900
508939|7304077|503578|080227-01|00003900
508940|7304078|503579|084636-01|00003900
508941|7304079|503580|080247-01|00003900
508942|7304080|503581|080249-01|00003900
508943|7304081|503582|080251-01|00003900
508944|7304082|503583|071268-01|00003900
508945|7304083|503584|080268-01|00003900
508947|7304085|503586|075309-01|00003900
508948|7304086|503587|074292-01|00003900
508949|7304087|503588|075605-01|00003900
508950|7304088|503589|075606-01|00003900
508567|7303726|503206|077731-01|00003900
508568|7303727|503207|070676-01|00003900
508570|7303729|503209|040158-01|00003900
508571|7303730|503210|077736-01|00003900
508572|7303731|503211|072379-01|00003900
508573|7303732|503212|077757-01|00003900
508574|7303733|503213|077758-01|00003900
508575|7303734|503214|040199-01|00003901
508576|7303735|503215|071759-01|00003900
508577|7303736|503216|076748-01|00003900
508579|7303738|503218|040244-01|00003901
508580|7303739|503219|072850-01|00003900
508581|7303740|503220|077860-01|00003900
508582|7325313|503221|040285-01|00003901
508583|7303741|503222|077885-01|00003900
508584|7303742|503223|070156-01|00003900
508585|7303743|503224|086045-01|00003900
508588|7303746|503227|077913-01|00003900
508589|7303747|503228|077924-01|00003900
508591|7325314|503230|040381-01|00003901
508592|7303749|503231|077959-01|00003900
508593|7303750|503232|077970-01|00003900
508595|7303752|503234|040422-01|00003900
508596|7303753|503235|070624-01|00003900
508597|7303754|503236|070864-01|00003900
508598|7303755|503237|077980-01|00003900
508599|7303756|503238|040444-01|00003901
508600|7303757|503239|070120-01|00003900
508601|7303758|503240|040465-01|00003901
508602|7303759|503241|072385-01|00003900
508961|7304089|503600|071891-01|00003900
508965|7304091|503604|072131-01|00003900
508972|7304092|503611|080336-01|00003900
508984|7304093|503623|080341-01|00003900
508989|7304094|503628|080347-01|00003900
508990|7304095|503629|075505-01|00003900
508991|7304096|503630|080372-01|00003900
508992|7325332|503631|080379-01|00003900
508993|7304097|503632|080387-01|00003900
508994|7304098|503633|073730-01|00003900
508995|7304099|503634|080413-01|00003900
508996|7304100|503635|043624-01|00003900
508603|7303760|503242|040496-01|00003900
508604|7303761|503243|040498-01|00003901
508605|7303762|503244|074004-01|00003900
508607|7303764|503246|075364-01|00003900
508608|7303765|503247|083608-01|00003900
508609|7303766|503248|071193-01|00003900
508610|7303767|503249|040586-01|00003900
508611|7303768|503250|040597-01|00003901
508613|7303770|503252|040604-01|00003900
508614|7303771|503253|078103-01|00003900
508616|7303773|503255|040657-01|00003901
508617|7303774|503256|040696-01|00003901
508618|7303775|503257|040715-01|00003900
508619|7303776|503258|070153-01|00003900
508620|7303777|503259|083461-01|00003900
508621|7303778|503260|040752-01|00003901
508622|7303779|503261|040777-01|00003901
508623|7303780|503262|040779-01|00003901
508624|7303781|503263|070387-01|00003900
508626|7303783|503265|053805-01|00003900
508627|7303784|503266|040844-01|00003901
508628|7303785|503267|078214-01|00003900
508629|7303786|503268|071318-01|00003900
508630|7303787|503269|078225-01|00003900
508631|7303788|503270|078240-01|00003900
508632|7303789|503271|084094-01|00003900
508633|7303790|503272|040881-01|00003900
508635|7303792|503274|084206-01|00003900
508636|7303793|503275|040921-01|00003901
508637|7303794|503276|071423-01|00003900
508997|7304101|503636|080423-01|00003900
508998|7304102|503637|080427-01|00003900
508999|7304103|503638|080437-01|00003900
509001|7304105|503640|043655-01|00003901
509003|7304107|503642|043677-01|00003901
509004|7304108|503643|043689-01|00003901
509005|7325333|503644|T00708-01|
509006|7304109|503645|080503-01|00003900
509007|7304110|503646|U12082-01|00080000
509008|7325334|503647|072545-01|00003900
509010|7304112|503649|080524-01|00003900
509011|7304113|503650|080525-01|00003900
509012|7304114|503651|080526-01|00003900
509013|7304115|503652|071739-01|00003900
509014|7304116|503653|080527-01|00003900
509015|7304117|503654|080528-01|00003900
509016|7304118|503655|080529-01|00003900
509018|7304120|503657|080530-01|00003900
509019|7304121|503658|072088-01|00003900
509020|7325335|503659|080537-01|00003900
509021|7304122|503660|075057-01|00003900
509022|7325336|503661|073317-01|00003900
509023|7304123|503662|080563-01|00003900
509024|7304124|503663|076359-01|00003900
509025|7304125|503664|071506-01|00003900
509028|7304128|503667|080600-01|00003900
509029|7304129|503668|074466-01|00003900
509030|7304130|503669|043757-01|00003901
509031|7304131|503670|043760-01|00003901
509032|7304132|503671|043772-01|00003901
508638|7303795|503277|071315-01|00003900
508639|7303796|503278|040995-01|00003900
508640|7303797|503279|083877-01|00003900
508641|7303798|503280|041028-01|00003900
508642|7303799|503281|041040-01|00003900
508644|7303801|503283|041060-01|00003901
508645|7303802|503284|041069-01|00003901
508646|7303803|503285|071288-01|00003900
508647|7303804|503286|072516-01|00003900
508648|7303805|503287|072396-01|00003900
508650|7303807|503289|078431-01|00003900
508652|7303809|503291|041223-01|00003901
508653|7303810|503292|041250-01|00003900
508654|7303811|503293|041275-01|00003901
508655|7303812|503294|074382-01|00003900
508656|7303813|503295|071964-01|00003900
508657|7303814|503296|041315-01|00003901
508658|7325315|503297|041329-01|00003901
508659|7303815|503298|078512-01|00003900
508661|7303817|503300|073122-01|00003900
508662|7303818|503301|071056-01|00003900
508663|7303819|503302|041352-01|00003900
508664|7303820|503303|041389-01|00003901
508665|7303821|503304|071369-01|00003900
508666|7303822|503305|078546-01|00003900
508667|7303823|503306|070278-01|00003900
508669|7303824|503308|076188-01|00003900
508671|7303826|503310|075698-01|00003900
508672|7303827|503311|083676-01|00003900
508673|7303828|503312|041467-01|00003901
509033|7304133|503672|072421-01|00003900
509034|7325337|503673|071862-01|00003900
509035|7325338|503674|071863-01|00003900
509037|7304136|503676|072453-01|00003900
509038|7304137|503677|080644-01|00003900
509040|7304139|503679|070601-01|00003900
509041|7304140|503680|072857-01|00003900
509042|7304141|503681|043810-01|00003900
509043|7304142|503682|071814-01|00003900
509044|7304143|503683|080695-01|00003900
509046|7304145|503685|080728-01|00003900
509047|7304146|503686|043838-01|00003901
509048|7304147|503687|072546-01|00003900
509049|7304148|503688|043847-01|00003901
509050|7325339|503689|071232-01|00003900
509051|7304149|503690|080776-01|00003900
509052|7304150|503691|074176-01|00003900
509053|7304151|503692|072245-01|00003900
509055|7304153|503694|043881-01|00003901
509056|7304154|503695|073090-01|00003900
509057|7325340|503696|080858-01|00003900
509058|7304155|503697|080866-01|00003900
509059|7304156|503698|043939-01|00003901
509060|7325341|503699|043944-01|00003900
509062|7304158|503701|076382-01|00003900
509063|7304159|503702|080899-01|00003900
509065|7304161|503704|080933-01|00003900
509066|7304162|503705|043981-01|00003900
509067|7304163|503706|080956-01|00003900
509068|7304164|503707|044007-01|00003901
508674|7303829|503313|070863-01|00003900
508675|7303830|503314|078602-01|00003900
508676|7303831|503315|078608-01|00003900
508678|7303833|503317|084851-01|00003900
508680|7303835|503319|078622-01|00003900
508681|7303836|503320|073264-01|00003900
508682|7303837|503321|072494-01|00003900
508683|7303838|503322|078625-01|00003900
508684|7303839|503323|078629-01|00003900
508685|7303840|503324|072738-01|00003900
508687|7303842|503326|041539-01|00003901
508688|7303843|503327|070745-01|00003900
508689|7303844|503328|041571-01|00003901
508690|7303845|503329|070458-01|00003900
508691|7303846|503330|078656-01|00003900
508692|7303847|503331|073252-01|00003900
508693|7303848|503332|041588-01|00003900
508694|7303849|503333|071154-01|00003900
508696|7303851|503335|041619-01|00003901
508697|7303852|503336|075294-01|00003900
508698|7325317|503337|078692-01|00003900
508699|7303853|503338|041643-01|00003901
508700|7303854|503339|084578-01|00003900
508701|7303855|503340|074369-01|00003900
508703|7303857|503342|070911-01|00003900
508705|7325318|503344|073803-01|00003900
508706|7303859|503345|041732-01|00003901
508707|7303860|503346|041738-01|00003901
508708|7303861|503347|041745-01|00003901
508709|7303862|503348|041750-01|00003901
509069|7304165|503708|080984-01|00003900
509070|7304166|503709|073649-01|00003900
509072|7304168|503711|073418-01|00003900
509073|7304169|503712|044067-01|00003901
509074|7304170|503713|081032-01|00003900
509076|7304172|503715|044077-01|00003900
509077|7304173|503716|071665-01|00003900
509078|7304174|503717|076397-01|00003900
509080|7304176|503719|081075-01|00003900
509081|7325342|503720|081076-01|00003900
509082|7304177|503721|081077-01|00003900
509083|7304178|503722|085595-01|00003900
509084|7304179|503723|081087-01|00003900
509085|7304180|503724|044117-01|00003901
509086|7304181|503725|081089-01|00003900
509087|7304182|503726|081091-01|00003900
509089|7304184|503728|081100-01|00003900
509090|7304185|503729|076411-01|00003900
509091|7304186|503730|073786-01|00003900
509092|7304187|503731|081135-01|00003900
509093|7304188|503732|081138-01|00003900
509095|7304190|503734|075206-01|00003900
509096|7304191|503735|044203-01|00003901
509098|7304193|503737|081186-01|00003900
509099|7304194|503738|044212-01|00003900
509100|7304195|503739|073424-01|00003900
509101|7304196|503740|075536-01|00003900
509102|7304197|503741|081196-01|00003900
509103|7325343|503742|071767-01|00003900
509104|7304198|503743|075500-01|00003900
508710|7303863|503349|078757-01|00003900
508711|7325319|503350|041758-01|00003901
508712|7303864|503351|041762-01|00003900
508713|7303865|503352|078766-01|00003900
508715|7303867|503354|070583-01|00003900
508716|7325320|503355|041775-01|00003900
508718|7303869|503357|070927-01|00003900
508719|7303870|503358|071431-01|00003900
508720|7303871|503359|041801-01|00003901
508721|7303872|503360|075980-01|00003900
508723|7303874|503362|041824-01|00003901
508724|7303875|503363|041837-01|00003901
508725|7303876|503364|041849-01|00003901
508726|7303877|503365|041852-01|00003901
508727|7303878|503366|078849-01|00003900
508728|7303879|503367|073203-01|00003900
508729|7303880|503368|078862-01|00003900
508730|7303881|503369|041889-01|00003901
508732|7303882|503371|041894-01|00003901
508733|7303883|503372|041896-01|00003900
508734|7303884|503373|078874-01|00003900
508735|7303885|503374|041917-01|00003901
508737|7303886|503376|041929-01|00003901
508738|7325322|503377|078898-01|00003900
508739|7303887|503378|075732-01|00003900
508742|7303890|503381|078934-01|00003900
508743|7303891|503382|041992-01|00003900
508744|7303892|503383|041995-01|00003901
509105|7304199|503744|044241-01|00003901
509106|7325344|503745|076435-01|00003900
509107|7304200|503746|070001-01|00003900
509108|7304201|503747|081217-01|00003900
509109|7304202|503748|073660-01|00003900
509110|7304203|503749|044254-01|00003901
509112|7304205|503751|075300-01|00003900
509113|7304206|503752|044267-01|00003901
509114|7304207|503753|081252-01|00003900
509115|7304208|503754|044282-01|00003901
509117|7304210|503756|071235-01|00003900
509118|7304211|503757|071237-01|00003900
509120|7304213|503759|086019-01|00003900
509121|7304214|503760|044317-01|00003901
509122|7304215|503761|084287-01|00003900
509123|7304216|503762|081301-01|00003900
509124|7304217|503763|044327-01|00003901
509125|7304218|503764|044337-01|00003901
509126|7325345|503765|074971-01|00003900
509127|7304220|503766|083462-01|00003900
509129|7304221|503768|081314-01|00003900
509130|7304222|503769|081325-01|00003900
509131|7304223|503770|076455-01|00003900
509132|7304224|503771|044380-01|00003901
509133|7304225|503772|073574-01|00003900
509134|7304226|503773|044403-01|00003901
509135|7304227|503774|044411-01|00003901
509136|7304228|503775|081372-01|00003900
509140|7304232|503779|083542-01|00003900
509141|7304233|503780|081440-01|00003900
508745|7303893|503384|042000-01|00003901
508747|7303895|503386|078965-01|00003900
508748|7303896|503387|084730-01|00003900
508749|7303897|503388|042011-01|00003901
508750|7303898|503389|075795-01|00003900
508752|7303900|503391|078987-01|00003900
508753|7303901|503392|042047-01|00003900
508754|7303902|503393|070358-01|00003900
508756|7303904|503395|042066-01|00003900
508757|7303905|503396|042067-01|00003900
508758|7303906|503397|073808-01|00003900
508759|7303907|503398|042076-01|00003901
508760|7303908|503399|042079-01|00003900
508761|7303909|503400|079023-01|00003900
508762|7303910|503401|079031-01|00003900
508763|7303911|503402|042103-01|00003901
508764|7303912|503403|073941-01|00003900
508766|7303914|503405|042117-01|00003901
508767|7303915|503406|071158-01|00003900
508768|7303916|503407|042134-01|00003900
508769|7303917|503408|042137-01|00003901
508770|7303918|503409|042143-01|00003901
508771|7303919|503410|070972-01|00003900
508772|7303920|503411|042151-01|00003900
508775|7303923|503414|079090-01|00003900
508776|7325323|503415|073878-01|00003900
508777|7303924|503416|079091-01|00003900
508778|7303925|503417|042188-01|00003901
508779|7303926|503418|076952-01|00003900
509143|7304235|503782|044478-01|00003901
509144|7304236|503783|081471-01|00003900
509145|7304237|503784|073670-01|00003900
509146|7304238|503785|044499-01|00003901
509147|7304239|503786|084347-01|00003900
509148|7304240|503787|083523-01|00003900
509149|7304241|503788|044531-01|00003901
509150|7304242|503789|081566-01|00003900
509152|7304244|503791|073585-01|00003900
509153|7304245|503792|044553-01|00003901
509154|7304246|503793|044554-01|00003901
509155|7304247|503794|044560-01|00003901
509156|7304248|503795|044579-01|00003901
509157|7304249|503796|081626-01|00003900
509160|7304252|503799|044581-01|00003901
509161|7304253|503800|044583-01|00003900
509162|7304254|503801|071043-01|00003900
509163|7304255|503802|044610-01|00003900
509164|7304256|503803|081714-01|00003900
509165|7304257|503804|084811-01|00003900
509166|7304258|503805|073895-01|00003900
509167|7304259|503806|081779-01|00003900
509169|7304261|503808|044676-01|00003900
509170|7304262|503809|044677-01|00003901
509171|7304263|503810|081798-01|00003900
509172|7304264|503811|044678-01|00003901
509173|7325347|503812|074308-01|00003900
509174|7304265|503813|084143-01|00003900
509175|7304266|503814|081822-01|00003900
509177|7304268|503816|076490-01|00003900
508278|7303582|502917|U20278-01|00080000
508279|7325290|502918|U15247-01|
508280|7303583|502919|U15185-01|00100000
508281|7303584|502920|U20318-01|
508282|7303585|502921|U20269-01|00080000
508283|7303586|502922|U20382-01|00080000
508285|7303588|502924|T00763-01|
508286|7325295|502925|U16066-01|
508287|7325296|502926|U16066-01|
508289|7325297|502928|T00709-01|
508290|7325298|502929|083284-01|00003900
508291|7303589|502930|U20381-01|00100000
508293|7325300|502932|T00731-01|
508294|7303590|502933|T00730-01|
508295|7303591|502934|T00730-01|
508297|7303593|502936|T00730-01|
508298|7303594|502937|T00730-01|
508299|7303595|502938|T00730-01|
508300|7303596|502939|T00730-01|
508301|7303597|502940|T00730-01|
508302|7303598|502941|T00730-01|
508303|7303599|502942|T00730-01|
508304|7303600|502943|T00730-01|
508305|7303601|502944|T00730-01|
508306|7303602|502945|T00730-01|
508307|7303603|502946|070500-01|00003900
508308|7303604|502947|070087-01|00003900
508310|7303605|502949|070027-01|00003900
509179|7304270|503818|081850-01|00003900
509180|7325348|503819|081854-01|00003900
509181|7304271|503820|081856-01|00003900
509182|7304272|503821|071719-01|00003900
509183|7304273|503822|084078-01|00003900
509184|7304274|503823|081851-01|00003900
509185|7304276|503824|083987-01|00003900
509186|7304277|503825|072915-01|00003900
509188|7325349|503827|073010-01|00003900
509189|7304279|503828|081887-01|00003900
509191|7304281|503830|044765-01|00003901
509192|7304282|503831|081965-01|00003900
509193|7304283|503832|044775-01|00003901
509194|7304284|503833|044776-01|00003901
509196|7304286|503835|044793-01|00003900
509197|7304287|503836|082064-01|00003900
509198|7304288|503837|082078-01|00003900
509199|7304289|503838|082110-01|00003900
509200|7304290|503839|075761-01|00003900
509201|7304291|503840|084552-01|00003900
509202|7304292|503841|082198-01|00003900
509204|7304294|503843|044858-01|00003900
509205|7304295|503844|082268-01|00003900
509206|7304296|503845|044868-01|00003900
509207|7304297|503846|076531-01|00003900
509208|7304298|503847|044873-01|00003901
509209|7304299|503848|082302-01|00003900
509210|7325350|503849|044890-01|00003900
509211|7304300|503850|082315-01|00003900
509214|7325352|503853|074625-01|00003900
508311|7303606|502950|070424-01|00003900
508312|7303607|502951|070307-01|00003900
508313|7303608|502952|071848-01|00003900
508314|7325305|502953|075792-01|00003900
508316|7303610|502955|070289-01|00003900
508317|7303611|502956|070290-01|00003900
508319|7325306|502958|070008-01|00003900
508320|7325307|502959|071672-01|00003900
508321|7303613|502960|071666-01|00003900
508322|7303614|502961|070113-01|00003900
508323|7303616|502962|070242-01|00003900
508324|7303617|502963|070479-01|00003900
508325|7303618|502964|071674-01|00003900
508326|7303619|502965|070305-01|00003900
508327|7303620|502966|075951-01|00003900
508328|7303621|502967|070853-01|00003300
508330|7303623|502969|070232-01|00003900
508331|7303624|502970|077157-01|00003900
508332|7303625|502971|077158-01|00003900
508333|7303626|502972|077162-01|00003900
508334|7303627|502973|070266-01|00003900
508335|7303628|502974|077164-01|00003900
508336|7303629|502975|071309-01|00003900
508339|7303631|502978|070517-01|00003900
508340|7303632|502979|084707-01|00003900
508341|7303633|502980|076134-01|00003900
508342|7303634|502981|075036-01|00003900
508343|7303635|502982|070516-01|00003900
508344|7303636|502983|077185-01|
509215|7325353|503854|082339-01|00003900
509216|7304302|503855|044891-01|00003900
509217|7304303|503856|082358-01|00003900
509218|7304304|503857|085917-01|00003900
509219|7304305|503858|085853-01|00003900
509220|7304306|503859|085864-01|00003900
509221|7304307|503860|082374-01|00003900
509223|7304309|503862|084137-01|00003900
509224|7304310|503863|085679-01|00003900
509225|7304311|503864|085440-01|00003900
509226|7304312|503865|084731-01|00003900
509227|7304313|503866|082415-01|00003900
509228|7304314|503867|082443-01|00003900
509229|7304315|503868|073156-01|00003900
509232|7325354|503871|085829-01|00003900
509233|7304318|503872|084246-01|00003900
