6844365|100367259
6844353|100367259
6840217|100376835
6839490|100368889
6840283|100406207
6840237|100357675
6840298|100338548
6839474|100321488
6836972|100426652
6838197|100327882
6819032|100321158
6819122|100390374
6840240|100319988
6840160|100363205
6844347|100367259
6844342|100320993
6844296|100367989
6840196|100366670
6840197|100342167
6836970|100421347
6819212|100402375
6844262|100332496
6840249|100371863
6843499|100395242
6843561|100362509
6844367|100367259
6818950|100339056
6818924|100326028
6819158|100338789
6819077|100315350
6819004|100393940
6819005|100372417
6819043|100400637
6819066|100316404
6836985|100428339
6844349|100363827
6843696|100379186
6840198|100364821
6836127|100384819
6819062|100372134
6836164|100391412
6839478|100340866
6839448|100366038
6839501|100329845
6844359|100367259
6839907|100408466
6839898|100355113
6840216|100358858
6840248|100321116
6840174|100341512
6839457|100314393
6839491|100335246
6837554|100402844
6840291|100329462
6837027|100382689
6836107|100323463
6839897|100327503
6839456|100341612
6839515|100322645
6836959|100370567
6839459|100336623
6839489|100429547
6819172|100340368
6818940|100402266
6819026|100364788
6840165|100344758
6839472|100374654
6839460|100378411
6840172|100384152
6840265|100378727
6840254|100426534
6839436|100330877
6839506|100421287
6819228|100377702
6819176|100320515
6840293|100423492
6819187|100360802
6840281|100344448
6840294|100336473
6840274|100421083
6840214|100379023
6839526|100381048
6839530|100355711
6839454|100358327
6819048|100394245
6818935|100336359
6818947|100355779
6819015|100350434
6819149|100354357
6819090|100400224
6819052|100363677
6818986|100360389
6819230|100318178
6818984|100384548
6819156|100388231
6818985|100337985
6819097|100315943
6819208|100315457
6840243|100427577
6844358|100367259
6836990|100427793
6840296|100355370
6840154|100325435
6840222|100376469
6841489|100314829
6840194|100357878
6840195|100343413
6840229|100332858
6839463|100368992
6839438|100329557
6839447|100330915
6836986|100424991
6844366|100367259
6844344|100367259
6819105|100319285
6818928|100320951
6819080|100337894
6819154|100321086
6819216|100371218
6840250|100350399
6840252|100379582
6839542|100328996
6840272|100350904
6840253|100376931
6843519|100365818
6819051|100317377
6819102|100332611
6818929|100378184
6819053|100328177
6819054|100385760
6836134|100336387
6836216|100359678
6836157|100317353
6838514|100387969
6836112|100367161
6838487|100341730
6819056|100329807
6836165|100335520
6838539|100388937
6838484|100329817
6840238|100359452
6840256|100384117
6840239|100360855
6840215|100336064
6840269|100365860
6839910|100387651
6840273|100423719
6840299|100423461
6840268|100392016
6839439|100327000
6839500|100427281
6839545|100328544
6844363|100367259
6839475|100329839
6839509|100390330
6839534|100388663
6840284|100376324
6840241|100329178
6839444|100391756
6839909|100338685
6839445|100377846
6818997|100352978
6840224|100354216
6840300|100398456
6839470|100314629
6835416|100335417
6837016|100336286
6840258|100393659
6839498|100431021
6837532|100427292
6839440|100328327
6819157|100324725
6819013|100324827
6818954|100334216
6837516|100346720
6818970|100365135
6839482|100388189
6836971|100408410
6833317|100407971
6836998|100383940
6819218|100373005
6818987|100318258
6819030|100325477
6818941|100362903
6819036|100353203
6819180|100332345
6819240|100340189
6840289|100344657
6839507|100431006
6839483|100392212
6839481|100429145
6837034|100342095
6819104|100385866
6818967|100348380
6819012|100347127
6819204|100318721
6819089|100314605
6819170|100359316
6819221|100324568
6839505|100431018
6839514|100421678
6840169|100357865
6840205|100368857
6840251|100330587
6839900|100405496
6840156|100401797
6840211|100389791
6836978|100352078
6840277|100369752
6839896|100321864
6818966|100400716
6818956|100389897
6840255|100341821
6840244|100317468
6840279|100335146
6839915|100354370
6839502|100316993
6836974|100344539
6836997|100389161
6837014|100424939
6819200|100336393
6819060|100348442
6819087|100341423
6840242|100318320
