114661,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
114660,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
114353,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
113647,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
104186,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
104772,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
104773,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
116978,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
116721,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
114822,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
115021,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
116720,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
116552,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
116551,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
115103,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
116307,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
102028,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
157620,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
109758,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
147377,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
99926,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
99802,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
95820,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
88505,Calificado Negativamente,,,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI
75093,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
150995,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,ERROR EN LA IDENTIFICACION DEL ADJUDICATARIO,NO
141196,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,ERROR EN LA IDENTIFICACION DEL ADJUDICATARIO,NO
167623,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,ERROR EN LA IDENTIFICACION DEL ADJUDICATARIO,NO
66594,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,ERROR EN LA IDENTIFICACION DEL ADJUDICATARIO,NO
167774,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,ERROR EN LA IDENTIFICACION DEL ADJUDICATARIO,NO
133500,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,ERROR EN LA IDENTIFICACION DEL ADJUDICATARIO,NO
200417,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,ERROR EN LA IDENTIFICACION DEL ADJUDICATARIO,NO
200320,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,ERROR EN LA IDENTIFICACION DEL ADJUDICATARIO,NO
66591,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,ERROR EN LA IDENTIFICACION DEL ADJUDICATARIO,NO
176865,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,ERROR EN LA IDENTIFICACION DEL ADJUDICATARIO,NO
176792,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,ERROR EN LA IDENTIFICACION DEL ADJUDICATARIO,NO
64490,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,Recibida subsanación se remite a registro,NO
64489,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,Recibida subsanación se remite a registro,NO
"152366,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Concursos,""Los documentos que se aportan son testimonio de un decreto de aprobación de remate y adjudicación. Necesitan testimonio del auto dictado por el juez a que se refiere el artículo 149 (el juez acordará la cancelación de todas las cargas posteriores al concurso constituidas a favor de créditos concursales, salvo las que gocen de privilegio especial)”"",NO"
"136652,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Concursos,""Falta manifestar la situación arrendaticia, y distribuir el previo de la subasta entre las fincas"",NO"
"145010,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Concursos,""Falta manifestar la situación arrendaticia, y distribuir el previo de la subasta entre las fincas"",NO"
"144181,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Concursos,""Falta manifestar la situación arrendaticia, y distribuir el previo de la subasta entre las fincas"",NO"
79943,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
83388,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
83389,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
83538,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
74944,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
79928,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843042,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843033,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843034,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843035,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843036,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843048,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843038,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843032,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843041,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843027,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843043,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843044,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843045,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843046,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843047,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843040,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843022,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843019,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843018,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843017,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843016,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843015,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843039,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843029,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843021,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843031,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843023,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843024,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843025,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843026,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843028,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843030,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843020,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843058,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843049,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843037,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843059,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843057,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843056,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843054,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843053,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
6843050,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
177372,Calificado Negativamente,,,,,,,,,,,SI,Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
156610,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
171993,Calificado Negativamente,,,,,,,,,,,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO
"104003,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,""A la espera de que se realice la tasación en costas.Siendo inferior a la deuda reclamada al valor de adjudicación de las fincas ejecutadas, no consta el certificado de deuda pendiente."",NO"
"120327,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,""A la espera de que se realice la tasación en costas.Siendo inferior a la deuda reclamada al valor de adjudicación de las fincas ejecutadas, no consta el certificado de deuda pendiente."",NO"
"103349,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,""A la espera de que se realice la tasación en costas.Siendo inferior a la deuda reclamada al valor de adjudicación de las fincas ejecutadas, no consta el certificado de deuda pendiente."",NO"
"103590,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,""A la espera de que se realice la tasación en costas.Siendo inferior a la deuda reclamada al valor de adjudicación de las fincas ejecutadas, no consta el certificado de deuda pendiente."",NO"
"103591,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,""A la espera de que se realice la tasación en costas.Siendo inferior a la deuda reclamada al valor de adjudicación de las fincas ejecutadas, no consta el certificado de deuda pendiente."",NO"
